LConfiguration,LTerm,LTerm (atlas),LJ,LLevel,UConfiguration,UTerm,UTerm (atlas),UJ,ULevel,Wavelength,log gf (DREAM),gf (DREAM),gf (atlas),A DREAM,A atlas,CF,Disagreement
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,70858.18,2022.025,-0.89,0.129,0.255,20.90,34.011,0.255,-0.211
4f14.6s,2S,,0.5,0.00,4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,0.5,49419.13,2022.856,-3.37,0.000,,0.35,,0.083,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,1.5,82398.98,2022.927,-1.96,0.011,,4.40,,0.012,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,2.5,76170.25,2023.179,-3.54,0.000,,0.08,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,4.5,30224.33,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,2023.460,-2.70,0.002,,0.41,,0.002,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,3.5,31979.90,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2026.398,-3.58,0.000,,0.07,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,2026.847,-3.42,0.000,,0.08,,0.000,
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,2031.300,-1.05,0.089,,35.75,,0.152,
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,2032.243,-3.42,0.000,,0.10,,0.003,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,0.5,77887.30,2034.790,-3.70,0.000,,0.16,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,0.5,82091.32,2035.602,-3.32,0.000,,0.38,,0.002,
4f13.(2F*<7/2>).5d.6s.(1D),1[11/2]*,,5.5,34784.95,,,,4.5,83871.00,2036.584,-2.28,0.005,,0.85,,0.019,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,2.5,34389.76,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,3.5,83363.88,2041.239,-3.14,0.001,,0.15,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2042.598,-2.49,0.003,,0.86,,0.001,
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3P1.0,3.5,80457.71,2044.767,-2.01,0.010,0.021,1.95,2.568,0.042,-0.120
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,4.5,35019.13,,,,4.5,83871.00,2046.348,-3.95,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,,2.5,77606.58,2046.485,-2.18,0.007,,1.77,,0.005,
4f14.6p,2P*,,0.5,27061.82,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,0.5,75905.77,2046.680,-1.18,0.066,,53.00,,0.075,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,5.5,30562.79,,,,5.5,79333.00,2049.789,-3.73,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,0.5,33653.86,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 3P1.0,1.5,82398.98,2050.830,-2.84,0.001,0.063,0.58,5.105,0.002,-0.948
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,,0.5,39378.89,,,,1.5,88101.00,2051.801,-1.56,0.028,,10.88,,0.039,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,2053.762,-3.30,0.001,,0.13,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,4.5,33052.29,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,2055.236,-3.62,0.000,,0.05,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,5.5,30562.79,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,2058.478,-3.09,0.001,,0.13,,0.013,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,4.5,69957.49,2059.551,-2.17,0.007,0.026,1.06,3.343,0.048,-0.499
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,2059.878,-3.21,0.001,,0.24,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,2060.090,-2.93,0.001,,0.46,,0.002,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,2.5,34389.76,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,2061.110,-2.38,0.004,,1.08,,0.003,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,0.5,33653.86,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 3F2.0,0.5,82091.32,2063.858,,,0.019,,3.041,,
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,2064.490,-2.96,0.001,,0.29,,0.002,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,4.5,35019.13,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,3.5,83363.88,2067.816,-3.22,0.001,,0.12,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2068.402,-2.94,0.001,,0.30,,0.001,
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,,1.5,34575.37,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,2069.029,-2.83,0.001,,0.39,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,,,,3.5,88297.00,2071.415,-3.47,0.000,,0.07,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<5/2>).5d.6p.(3D*<2>),,,1.5,74991.36,2072.636,-3.32,0.000,,0.18,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<5/2>).5d.6p.(3F*<3>),,,3.5,74973.41,2073.408,-2.99,0.001,,0.20,,0.004,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,3.5,33494.68,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,2074.103,-3.70,0.000,,0.04,,0.000,
4f13.(2F*).6s2,2F*,,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,,2.5,69607.54,2074.510,-2.17,0.007,,1.77,,0.021,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,4.5,33052.29,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,2076.053,-3.82,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,2078.918,-3.59,0.000,,0.05,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,,2.5,76839.00,2079.160,-1.89,0.013,,3.35,,0.037,
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(1F*<3>),,,1.5,78464.76,2079.527,-1.27,0.054,,20.80,,0.067,
4f13.(2F*).6s2,2F*,,2.5,31568.08,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,2080.042,-1.98,0.010,,2.03,,0.011,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,,1.5,76799.07,2080.888,-2.89,0.001,,0.49,,0.002,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,5.5,35831.68,,,,4.5,83871.00,2080.965,-2.46,0.003,,0.54,,0.014,
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,2081.028,-2.71,0.002,0.048,0.74,11.333,0.015,-1.185
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,2F2.5 3P0.0,2.5,79583.11,2082.018,-1.22,0.060,0.098,15.38,15.411,0.179,-0.001
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,2.5,34389.76,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,1.5,82398.98,2082.270,-3.33,0.000,,0.18,,0.001,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P1.0,3.5,69395.20,2083.693,-1.33,0.047,0.079,9.05,12.403,0.195,-0.137
4f14.6p,2P*,,0.5,27061.82,4f13.(2F*<5/2>).5d.6p.(3D*<2>),,,1.5,74991.36,2085.732,-2.09,0.008,,3.10,,0.026,
4f14.6p,2P*,,0.5,27061.82,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,,0.5,74989.49,2085.814,-2.36,0.004,,3.34,,0.059,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,1.5,28757.98,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,2086.220,-1.40,0.040,0.126,10.25,13.156,0.031,-0.108
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,0.5,33653.86,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,2088.817,-3.41,0.000,,0.15,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,3.5,35059.00,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,2089.951,-2.80,0.002,,0.41,,0.001,
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,2F2.5 3D0.5,1.5,34575.37,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 3P1.0,1.5,82398.98,2090.353,-2.06,0.009,0.017,3.28,2.652,0.008,0.092
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,3.5,33494.68,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2090.599,-2.80,0.002,,0.40,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f14.7d,2D,,1.5,76517.21,2093.171,-2.01,0.010,,3.70,,0.024,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,6.5,31631.59,,,,5.5,79333.00,2095.723,-2.52,0.003,,0.39,,0.113,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,2.5,69079.88,2097.480,-1.76,0.017,0.050,4.40,10.33,0.030,-0.371
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,4.5,30224.33,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,3.5,77882.04,2097.630,-3.64,0.000,,0.04,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,3.5,31979.90,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,2098.022,-3.47,0.000,,0.07,,0.001,
4f13.(2F*).6s2,2F*,,3.5,21418.75,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,4.5,68943.65,2103.493,-2.64,0.002,,0.34,,0.078,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,4.5,30224.33,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,4.5,77747.40,2103.574,-2.97,0.001,,0.16,,0.001,
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,,1.5,34575.37,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,0.5,82091.32,2103.889,-3.09,0.001,,0.62,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,2.5,74270.48,2104.088,-3.90,0.000,,0.03,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,5.5,30562.79,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,4.5,78070.19,2104.268,-2.06,0.009,,1.32,,0.006,
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,0.5,77887.30,2104.814,-2.62,0.002,,1.82,,0.015,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,2.5,76170.25,2108.490,-1.85,0.014,,3.53,,0.010,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,4.5,40917.91,,,,3.5,88297.00,2109.985,-2.93,0.001,,0.22,,0.000,
4f13.(2F*).6s2,2F*,,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,,3.5,68756.04,2111.830,-2.24,0.006,,1.07,,0.039,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,2.5,34389.76,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,2114.955,-2.22,0.006,,1.49,,0.004,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,2115.392,-3.29,0.001,,0.10,,0.001,
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3P1.0,2.5,78814.86,2115.877,-1.27,0.054,0.096,13.45,14.617,0.144,-0.036
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,2116.411,-3.57,0.000,,0.10,,0.000,
4f14.6s,2S,2S,0.5,0.00,4f13.(2F*<5/2>).5d.6s.(1D),1[1/2]*,2F2.5 1D0.5,0.5,47228.96,2116.675,-1.34,0.046,0.243,34.10,36.971,0.313,-0.035
4f14.6p,2P*,2P,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,2F2.5 3F4.0,2.5,77606.58,2117.330,-1.44,0.036,0.062,8.87,6.285,0.077,0.149
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,2117.435,-3.61,0.000,,0.06,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,5.5,30562.79,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F3.5 1P1.0,4.5,77747.40,2118.665,-2.70,0.002,0.058,0.30,10.569,0.000,-1.553
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,0.5,75905.77,2120.320,-2.29,0.005,,3.82,,0.009,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,4.5,68549.23,2121.098,-1.88,0.013,0.021,1.95,2.545,0.083,-0.116
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,,1.5,34575.37,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,2123.294,-2.15,0.007,,1.75,,0.010,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,3.5,68450.11,2125.569,-0.97,0.107,0.141,20.00,21.273,0.178,-0.027
4f14.6s,2S,2S,0.5,0.00,4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,2F2.5 1D1.5,1.5,47005.46,2126.741,-0.86,0.138,0.599,51.25,45.137,0.373,0.055
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,,1.5,34575.37,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,2129.831,-2.43,0.004,,1.35,,0.014,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,2.5,34389.76,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2130.483,-2.44,0.004,,0.88,,0.001,
4f14.6s,2S,2S,0.5,0.00,4f13.(2F*<7/2>).5d2.(3F),3[3/2]*,2F3.5 3F1.5,0.5,46902.71,2131.400,-0.96,0.110,0.139,80.50,20.857,0.327,0.587
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,1.5,73657.29,2131.602,-3.54,0.000,,0.11,,0.000,
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(1F*<3>),,2F2.5 1F3.0,1.5,78464.76,2131.674,-1.60,0.025,0.047,9.23,10.576,0.136,-0.059
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,2131.897,-2.32,0.005,,1.76,,0.006,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(1D*<2>),"(5/2,2)",,2.5,75550.94,2136.400,-2.67,0.002,,0.52,,0.002,
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,,1.5,34575.37,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2138.945,-2.57,0.003,,0.66,,0.002,
4f13.(2F*).6s2,2F*,,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,2139.908,-3.54,0.000,,0.07,,0.004,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,4.5,35019.13,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,2141.855,-3.61,0.000,,0.04,,0.000,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",,2.5,89713.17,2143.495,-3.12,0.001,,0.19,,0.003,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,3.5,35059.00,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,2143.687,-2.49,0.003,,0.60,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,2144.126,-2.31,0.005,,1.77,,0.007,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,2.5,41678.73,,,,3.5,88297.00,2144.425,-3.11,0.001,,0.14,,0.004,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,2145.177,-3.11,0.001,,0.19,,0.002,
4f14.6p,2P*,,0.5,27061.82,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,1.5,73657.29,2145.456,-3.62,0.000,,0.09,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,4.5,33052.29,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,2146.333,-2.46,0.003,,0.63,,0.003,
4f14.6p,2P*,2P,0.5,27061.82,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3D2.0,0.5,73636.83,2146.398,-1.69,0.020,0.020,14.60,2.959,0.193,0.693
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,3.5,67938.68,2148.940,-1.17,0.068,0.173,12.24,25.537,0.048,-0.319
4f14.6p,2P*,2P,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,2152.325,-0.33,0.468,0.591,113.50,57.976,0.544,0.292
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,2152.465,-2.84,0.001,,0.35,,0.001,
4f13.(2F*<7/2>).5d.6s.(1D),1[11/2]*,,5.5,34784.95,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,2153.552,-2.13,0.007,,1.08,,0.005,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,1.5,41688.45,,,,1.5,88101.00,2153.915,-3.58,0.000,,0.09,,0.000,
4f14.6p,2P*,2P,1.5,30392.23,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,2F2.5 3D3.0,1.5,76799.07,2154.177,-1.97,0.011,0.011,3.83,1.616,0.040,0.374
4f13.(2F*).6s2,2F*,,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,3.5,77882.04,2158.498,-2.12,0.008,,1.36,,0.032,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,2.5,75058.11,2159.143,-3.25,0.001,,0.13,,0.006,
4f14.6p,2P*,2P,1.5,30392.23,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,2159.892,-1.84,0.014,0.017,3.45,1.656,0.010,0.319
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,4.5,33052.29,,,,5.5,79333.00,2160.065,-3.76,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,3.5,35059.00,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,2161.313,-3.61,0.000,,0.06,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,1.5,28757.98,4f13.(2F*<5/2>).5d.6p.(3D*<2>),,,1.5,74991.36,2162.260,-2.56,0.003,,0.98,,0.004,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,4.5,35019.13,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,2164.472,-3.37,0.000,,0.06,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,3.5,33494.68,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F3.5 1P1.0,3.5,79628.71,2166.917,-2.29,0.005,0.016,0.93,2.323,0.002,-0.399
4f14.6p,2P*,2P,1.5,30392.23,4f14.7d,2D,2D,1.5,76517.21,2167.343,-1.02,0.095,0.058,33.75,8.417,0.187,0.603
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,4.5,30224.33,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",,3.5,76323.49,2168.557,-2.28,0.005,,0.94,,0.003,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<5/2>).5d.6p.(1F*<3>),,,1.5,78464.76,2168.815,-2.89,0.001,,0.46,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,3.5,31979.90,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,4.5,78070.19,2168.974,-2.26,0.005,,0.77,,0.021,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,,3.5,33494.68,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,2169.061,-3.64,0.000,,0.05,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,5.5,30562.79,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,5.5,76649.80,2169.128,-3.55,0.000,,0.03,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,2.5,34389.76,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,2170.026,-3.66,0.000,,0.04,,0.000,
4f14.6p,2P*,,0.5,27061.82,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,1.5,73116.71,2170.641,-3.73,0.000,,0.07,,0.001,
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,2F2.5 3F4.0,2.5,77606.58,2171.414,-2.29,0.005,0.044,1.20,6.361,0.008,-0.723
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,3.5,72779.99,2172.241,-2.95,0.001,,0.20,,0.013,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,4.5,67416.03,2173.360,-1.46,0.035,0.066,4.88,7.62,0.183,-0.194
4f14.6p,2P*,2P,0.5,27061.82,4f14.8s,2S,2S,0.5,73039.61,2174.282,,,0.085,,12.256,,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,,5.5,30562.79,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,4.5,76516.11,2175.440,-3.32,0.000,,0.07,,0.002,
